sample_id,true_label,front_prob_safe,front_prob_phone,side_prob_safe,side_prob_phone,front_confidence,side_confidence,adaptive_weight_front,adaptive_weight_side,average_pred,adaptive_pred,average_correct,adaptive_correct,weight_difference_abs,case_type
S21_AC05_F00091,1,0.26332283,0.73667717,0.4163416,0.5836584,0.23667717,0.0836584,0.53818022,0.46181978,1,1,True,True,0.03818022,both_correct
S21_AC05_F00121,1,0.29035848,0.70964152,0.45922178,0.54077822,0.20964152,0.04077822,0.54211579,0.45788421,1,1,True,True,0.04211579,both_correct
S21_AC06_F00001,1,0.2557174,0.7442826,0.37417012,0.62582988,0.2442826,0.12582988,0.52957861,0.47042139,1,1,True,True,0.02957861,both_correct
S21_AC06_F00031,1,0.41973197,0.58026803,0.52747005,0.47252995,0.08026803,0.02747005,0.51319643,0.48680357,1,1,True,True,0.01319643,front_only_correct
S21_AC06_F00061,1,0.29518771,0.70481229,0.48375994,0.51624006,0.20481229,0.01624006,0.54700385,0.45299615,1,1,True,True,0.04700385,both_correct
S21_AC06_F00091,1,0.35779554,0.64220446,0.42341971,0.57658029,0.14220446,0.07658029,0.51640016,0.48359984,1,1,True,True,0.01640016,both_correct
S21_AC06_F00121,1,0.58168671,0.41831329,0.39969981,0.60030019,0.08168671,0.10030019,0.49534676,0.50465324,1,1,True,True,0.00465324,fusion_fixed_front_error
S21_AC07_F00001,1,0.16285181,0.83714819,0.49779457,0.50220543,0.33714819,0.00220543,0.58296154,0.41703846,1,1,True,True,0.08296154,both_correct
S21_AC07_F00031,1,0.27356166,0.72643834,0.59680694,0.40319306,0.22643834,0.09680694,0.53236254,0.46763746,1,1,True,True,0.03236254,front_only_correct
S21_AC07_F00061,1,0.24248397,0.75751603,0.60960886,0.39039114,0.25751603,0.10960886,0.53690953,0.46309047,1,1,True,True,0.03690953,front_only_correct
S21_AC07_F00091,1,0.04439896,0.95560104,0.5052157,0.4947843,0.45560104,0.0052157,0.61073085,0.38926915,1,1,True,True,0.11073085,front_only_correct
S21_AC07_F00121,1,0.22210723,0.77789277,0.4500621,0.5499379,0.27789277,0.0499379,0.55674321,0.44325679,1,1,True,True,0.05674321,both_correct
S21_AC07_F00151,0,0.70750961,0.29249039,0.33853906,0.66146094,0.20750961,0.16146094,0.51151013,0.48848987,0,0,True,True,0.01151013,front_only_correct
S21_AC08_F00001,0,0.31415433,0.68584567,0.34621561,0.65378439,0.18584567,0.15378439,0.50801463,0.49198537,1,1,False,False,0.00801463,both_wrong
S21_AC08_F00031,0,0.26583391,0.73416609,0.40139186,0.59860814,0.23416609,0.09860814,0.53383769,0.46616231,1,1,False,False,0.03383769,both_wrong
S21_AC08_F00061,0,0.39677244,0.60322756,0.42352217,0.57647783,0.10322756,0.07647783,0.50668703,0.49331297,1,1,False,False,0.00668703,both_wrong
S21_AC08_F00091,0,0.22063917,0.77936083,0.26628494,0.73371506,0.27936083,0.23371506,0.51140946,0.48859054,1,1,False,False,0.01140946,both_wrong
S21_AC08_F00121,0,0.65758097,0.34241903,0.43523628,0.56476372,0.15758097,0.06476372,0.52318767,0.47681233,0,0,True,True,0.02318767,front_only_correct
S21_AC08_F00151,0,0.80908348,0.19091652,0.41153479,0.58846521,0.30908348,0.08846521,0.55493194,0.44506806,0,0,True,True,0.05493194,front_only_correct
S21_AC08_F00181,0,0.61227685,0.38772315,0.36133498,0.63866502,0.11227685,0.13866502,0.49340334,0.50659666,1,1,False,False,0.00659666,fusion_broke_front_correct
S21_AC09_F00001,1,0.58295131,0.41704869,0.49279344,0.50720656,0.08295131,0.00720656,0.51892714,0.48107286,0,0,False,False,0.01892714,side_only_correct
S21_AC09_F00031,1,0.13830632,0.86169368,0.39790934,0.60209066,0.36169368,0.10209066,0.5645387,0.4354613,1,1,True,True,0.0645387,both_correct
S21_AC09_F00061,1,0.40129465,0.59870535,0.26453686,0.73546314,0.09870535,0.23546314,0.46586374,0.53413626,1,1,True,True,0.03413626,both_correct
S21_AC09_F00091,1,0.34613949,0.65386051,0.29015267,0.70984733,0.15386051,0.20984733,0.48600695,0.51399305,1,1,True,True,0.01399305,both_correct
S21_AC09_F00121,1,0.16219544,0.83780456,0.34131849,0.65868151,0.33780456,0.15868151,0.54466141,0.45533859,1,1,True,True,0.04466141,both_correct
S42_AC01_F00001,1,0.19533813,0.80466187,0.3615182,0.6384818,0.30466187,0.1384818,0.54144967,0.45855033,1,1,True,True,0.04144967,both_correct
S42_AC01_F00031,1,0.26036888,0.73963112,0.21903378,0.78096622,0.23963112,0.28096622,0.48966769,0.51033231,1,1,True,True,0.01033231,both_correct
S42_AC01_F00061,1,0.11285502,0.88714498,0.30408204,0.69591796,0.38714498,0.19591796,0.5476616,0.4523384,1,1,True,True,0.0476616,both_correct
S42_AC01_F00091,1,0.44373357,0.55626643,0.2836796,0.7163204,0.05626643,0.2163204,0.46007171,0.53992829,1,1,True,True,0.03992829,both_correct
S42_AC05_F00001,1,0.17683685,0.82316315,0.26311678,0.73688322,0.32316315,0.23688322,0.52155661,0.47844339,1,1,True,True,0.02155661,both_correct
S42_AC05_F00031,1,0.15800589,0.84199411,0.32678217,0.67321783,0.34199411,0.17321783,0.54209419,0.45790581,1,1,True,True,0.04209419,both_correct
S42_AC05_F00061,1,0.28444469,0.71555531,0.3546235,0.6453765,0.21555531,0.1453765,0.5175375,0.4824625,1,1,True,True,0.0175375,both_correct
S42_AC06_F00001,1,0.40875936,0.59124064,0.3847993,0.6152007,0.09124064,0.1152007,0.49401027,0.50598973,1,1,True,True,0.00598973,both_correct
S42_AC06_F00031,1,0.11968887,0.88031113,0.33556145,0.66443855,0.38031113,0.16443855,0.55375954,0.44624046,1,1,True,True,0.05375954,both_correct
S42_AC06_F00061,1,0.06788969,0.93211031,0.33638012,0.66361988,0.43211031,0.16361988,0.56672227,0.43327773,1,1,True,True,0.06672227,both_correct
S42_AC07_F00001,1,0.07412809,0.92587191,0.34860855,0.65139145,0.42587191,0.15139145,0.56819252,0.43180748,1,1,True,True,0.06819252,both_correct
S42_AC07_F00031,1,0.06478012,0.93521988,0.34152901,0.65847099,0.43521988,0.15847099,0.56874899,0.43125101,1,1,True,True,0.06874899,both_correct
S42_AC07_F00061,1,0.59164226,0.40835774,0.44804662,0.55195338,0.09164226,0.05195338,0.50992092,0.49007908,0,0,False,False,0.00992092,side_only_correct
S42_AC07_F00091,1,0.41412151,0.58587849,0.37001896,0.62998104,0.08587849,0.12998104,0.48897615,0.51102385,1,1,True,True,0.01102385,both_correct
S42_AC07_F00121,1,0.39355606,0.60644394,0.36647201,0.63352799,0.10644394,0.13352799,0.4932294,0.5067706,1,1,True,True,0.0067706,both_correct
S42_AC08_F00001,1,0.46022236,0.53977764,0.46503735,0.53496265,0.03977764,0.03496265,0.50120374,0.49879626,1,1,True,True,0.00120374,both_correct
S42_AC08_F00031,1,0.35157609,0.64842391,0.36778712,0.63221288,0.14842391,0.13221288,0.50405267,0.49594733,1,1,True,True,0.00405267,both_correct
S42_AC08_F00061,1,0.4589532,0.5410468,0.39875025,0.60124975,0.0410468,0.10124975,0.48495381,0.51504619,1,1,True,True,0.01504619,both_correct
S42_AC08_F00091,1,0.46391582,0.53608418,0.40919954,0.59080046,0.03608418,0.09080046,0.48632434,0.51367566,1,1,True,True,0.01367566,both_correct
S42_AC08_F00121,1,0.24402738,0.75597262,0.2894423,0.7105577,0.25597262,0.2105577,0.51135178,0.48864822,1,1,True,True,0.01135178,both_correct
S42_AC09_F00001,1,0.14426094,0.85573906,0.20911044,0.79088956,0.35573906,0.29088956,0.51620669,0.48379331,1,1,True,True,0.01620669,both_correct
S42_AC09_F00031,1,0.18482637,0.81517363,0.36481267,0.63518733,0.31517363,0.13518733,0.54487549,0.45512451,1,1,True,True,0.04487549,both_correct
S42_AC09_F00061,1,0.12284279,0.87715721,0.25596726,0.74403274,0.37715721,0.24403274,0.53323205,0.46676795,1,1,True,True,0.03323205,both_correct
S42_AC09_F00091,1,0.15294933,0.84705067,0.23790306,0.76209694,0.34705067,0.26209694,0.52122567,0.47877433,1,1,True,True,0.02122567,both_correct
S42_AC09_F00121,1,0.09824193,0.90175807,0.24274516,0.75725484,0.40175807,0.25725484,0.53606308,0.46393692,1,1,True,True,0.03606308,both_correct
