split,sample_id,formula,true_label,front_prob_safe,front_prob_phone,side_prob_safe,side_prob_phone,confidence_front,confidence_side,weight_front,weight_side,fused_prob_safe,fused_prob_phone,pred_label
val,S41_AC01_F00121,legacy_adaptive_softmax,0,0.51069281,0.48930719,0.24838281,0.75161719,0.01069281,0.25161719,0.44005856,0.55994144,0.36381457,0.63618543,1
val,S41_AC05_F00001,legacy_adaptive_softmax,1,0.54098952,0.45901048,0.2425108,0.7574892,0.04098952,0.2574892,0.4460855,0.5539145,0.37565783,0.62434217,1
val,S41_AC05_F00031,legacy_adaptive_softmax,1,0.4691956,0.5308044,0.21067935,0.78932065,0.0308044,0.28932065,0.43572848,0.56427152,0.32332225,0.67667775,1
val,S41_AC05_F00061,legacy_adaptive_softmax,1,0.10973316,0.89026684,0.26773542,0.73226458,0.39026684,0.23226458,0.53941859,0.46058141,0.18250607,0.81749393,1
val,S41_AC05_F00091,legacy_adaptive_softmax,1,0.17786139,0.82213861,0.13699162,0.86300838,0.32213861,0.36300838,0.48978398,0.51021602,0.15700898,0.84299102,1
val,S41_AC05_F00121,legacy_adaptive_softmax,1,0.11227864,0.88772136,0.16815144,0.83184856,0.38772136,0.33184856,0.51396457,0.48603543,0.1394348,0.8605652,1
val,S41_AC06_F00001,legacy_adaptive_softmax,1,0.5894331,0.4105669,0.17916501,0.82083499,0.0894331,0.32083499,0.4424063,0.5575937,0.36067019,0.63932981,1
val,S41_AC06_F00031,legacy_adaptive_softmax,1,0.24542898,0.75457102,0.3066752,0.6933248,0.25457102,0.1933248,0.51530677,0.48469323,0.27511461,0.72488539,1
val,S41_AC06_F00061,legacy_adaptive_softmax,1,0.29268748,0.70731252,0.23642135,0.76357865,0.20731252,0.26357865,0.48593718,0.51406282,0.26376315,0.73623685,1
val,S41_AC06_F00091,legacy_adaptive_softmax,1,0.24267626,0.75732374,0.2141673,0.7858327,0.25732374,0.2858327,0.49287324,0.50712676,0.2282186,0.7717814,1
val,S41_AC06_F00121,legacy_adaptive_softmax,1,0.10929829,0.89070171,0.18227559,0.81772441,0.39070171,0.31772441,0.51823623,0.48176377,0.14445611,0.85554389,1
val,S41_AC06_F00151,legacy_adaptive_softmax,1,0.46552151,0.53447849,0.26625609,0.73374391,0.03447849,0.23374391,0.45034783,0.54965217,0.35599484,0.64400516,1
val,S41_AC07_F00001,legacy_adaptive_softmax,1,0.20674682,0.79325318,0.31003666,0.68996334,0.29325318,0.18996334,0.52579953,0.47420047,0.25572691,0.74427309,1
val,S41_AC07_F00031,legacy_adaptive_softmax,1,0.24315721,0.75684279,0.16120899,0.83879101,0.25684279,0.33879101,0.4795244,0.5204756,0.20050516,0.79949484,1
val,S41_AC07_F00061,legacy_adaptive_softmax,1,0.18747747,0.81252253,0.14733642,0.85266358,0.31252253,0.35266358,0.48996609,0.51003391,0.16700417,0.83299583,1
val,S41_AC07_F00091,legacy_adaptive_softmax,1,0.35790139,0.64209861,0.0982281,0.9017719,0.14209861,0.4017719,0.43544402,0.56455598,0.21130128,0.78869872,1
val,S41_AC07_F00121,legacy_adaptive_softmax,1,0.17441976,0.82558024,0.13706911,0.86293089,0.32558024,0.36293089,0.49066342,0.50933658,0.15539571,0.84460429,1
val,S41_AC08_F00001,legacy_adaptive_softmax,1,0.48291123,0.51708877,0.28176045,0.71823955,0.01708877,0.21823955,0.44988118,0.55011882,0.3722544,0.6277456,1
val,S41_AC08_F00031,legacy_adaptive_softmax,1,0.1915077,0.8084923,0.34558034,0.65441966,0.3084923,0.15441966,0.53844214,0.46155786,0.26262114,0.73737886,1
val,S41_AC08_F00061,legacy_adaptive_softmax,1,0.35789537,0.64210463,0.28538531,0.71461469,0.14210463,0.21461469,0.48188042,0.51811958,0.32032649,0.67967351,1
val,S41_AC08_F00091,legacy_adaptive_softmax,1,0.341223,0.658777,0.19592422,0.80407578,0.158777,0.30407578,0.46373908,0.53626092,0.26330494,0.73669506,1
val,S41_AC08_F00121,legacy_adaptive_softmax,1,0.30209273,0.69790727,0.21481109,0.78518891,0.19790727,0.28518891,0.47819343,0.52180657,0.2565486,0.7434514,1
val,S41_AC09_F00001,legacy_adaptive_softmax,1,0.34434074,0.65565926,0.4356032,0.5643968,0.15565926,0.0643968,0.52279979,0.47720021,0.38789121,0.61210879,1
val,S41_AC09_F00031,legacy_adaptive_softmax,1,0.51120335,0.48879665,0.20874834,0.79125166,0.01120335,0.29125166,0.43044193,0.56955807,0.33893766,0.66106234,1
val,S41_AC09_F00061,legacy_adaptive_softmax,1,0.29898942,0.70101058,0.23226422,0.76773578,0.20101058,0.26773578,0.48332489,0.51667511,0.26451417,0.73548583,1
val,S41_AC09_F00091,legacy_adaptive_softmax,1,0.50443357,0.49556643,0.27280849,0.72719151,0.00443357,0.22719151,0.44453966,0.55546034,0.37577503,0.62422497,1
val,S41_AC09_F00121,legacy_adaptive_softmax,1,0.14518434,0.85481566,0.23151654,0.76848346,0.35481566,0.26848346,0.52156966,0.47843034,0.18648828,0.81351172,1
val,S41_AC09_F00151,legacy_adaptive_softmax,1,0.43924999,0.56075001,0.26867771,0.73132229,0.06075001,0.23132229,0.45746002,0.54253998,0.34670771,0.65329229,1
val,S41_AC09_F00181,legacy_adaptive_softmax,1,0.0672695,0.9327305,0.32118481,0.67881519,0.4327305,0.17881519,0.56313996,0.43686004,0.17819496,0.82180504,1
val,S41_AC09_F00211,legacy_adaptive_softmax,1,0.32326186,0.67673814,0.23652625,0.76347375,0.17673814,0.26347375,0.47832968,0.52167032,0.27801447,0.72198553,1
val,S01_AC01_F00001,legacy_adaptive_ratio,0,0.67851746,0.32148254,0.54759353,0.45240647,0.17851746,0.04759353,0.78951252,0.21048748,0.65095961,0.34904039,0
val,S01_AC01_F00031,legacy_adaptive_ratio,0,0.64711916,0.35288084,0.54346159,0.45653841,0.14711916,0.04346159,0.77195184,0.22804816,0.62348025,0.37651975,0
val,S01_AC01_F00061,legacy_adaptive_ratio,0,0.59691387,0.40308613,0.57989475,0.42010525,0.09691387,0.07989475,0.54812866,0.45187134,0.58922342,0.41077658,0
val,S01_AC01_F00091,legacy_adaptive_ratio,0,0.69248837,0.30751163,0.58147436,0.41852564,0.19248837,0.08147436,0.70260786,0.29739214,0.65947368,0.34052632,0
val,S01_AC05_F00001,legacy_adaptive_ratio,1,0.17066455,0.82933545,0.4904235,0.5095765,0.32933545,0.0095765,0.9717434,0.0282566,0.17969985,0.82030015,1
val,S01_AC05_F00031,legacy_adaptive_ratio,1,0.26763594,0.73236406,0.48675776,0.51324224,0.23236406,0.01324224,0.94608345,0.05391655,0.27945023,0.72054977,1
val,S01_AC05_F00061,legacy_adaptive_ratio,1,0.1711399,0.8288601,0.39579391,0.60420609,0.3288601,0.10420609,0.75937608,0.24062392,0.22519703,0.77480297,1
val,S01_AC06_F00001,legacy_adaptive_ratio,1,0.048554,0.951446,0.29191679,0.70808321,0.451446,0.20808321,0.68449735,0.31550265,0.12533561,0.87466439,1
val,S01_AC06_F00031,legacy_adaptive_ratio,1,0.29440004,0.70559996,0.30750668,0.69249332,0.20559996,0.19249332,0.51646178,0.48353822,0.3007376,0.6992624,1
val,S01_AC06_F00061,legacy_adaptive_ratio,1,0.35658914,0.64341086,0.41916943,0.58083057,0.14341086,0.08083057,0.63953774,0.36046226,0.37914697,0.62085303,1
val,S01_AC06_F00091,legacy_adaptive_ratio,1,0.35133362,0.64866638,0.48369378,0.51630622,0.14866638,0.01630622,0.901158,0.098842,0.36441636,0.63558364,1
val,S01_AC07_F00001,legacy_adaptive_ratio,1,0.33459806,0.66540194,0.29282415,0.70717585,0.16540194,0.20717585,0.44393934,0.55606066,0.31136923,0.68863077,1
val,S01_AC07_F00031,legacy_adaptive_ratio,1,0.18035942,0.81964058,0.28041667,0.71958333,0.31964058,0.21958333,0.59277894,0.40722106,0.22110484,0.77889516,1
val,S01_AC07_F00061,legacy_adaptive_ratio,1,0.1419605,0.8580395,0.17343062,0.82656938,0.3580395,0.32656938,0.52298401,0.47701599,0.15697225,0.84302775,1
val,S01_AC07_F00091,legacy_adaptive_ratio,1,0.24318343,0.75681657,0.32533288,0.67466712,0.25681657,0.17466712,0.59519415,0.40480585,0.27643801,0.72356199,1
val,S01_AC08_F00001,legacy_adaptive_ratio,1,0.2022413,0.7977587,0.49428904,0.50571096,0.2977587,0.00571096,0.98118112,0.01881888,0.20773731,0.79226269,1
val,S01_AC08_F00031,legacy_adaptive_ratio,1,0.18095696,0.81904304,0.37091947,0.62908053,0.31904304,0.12908053,0.71195326,0.28804674,0.23567504,0.76432496,1
val,S01_AC08_F00061,legacy_adaptive_ratio,1,0.24371243,0.75628757,0.4834218,0.5165782,0.25628757,0.0165782,0.93924413,0.06075587,0.25827618,0.74172382,1
val,S01_AC08_F00091,legacy_adaptive_ratio,1,0.11862838,0.88137162,0.54537871,0.45462129,0.38137162,0.04537871,0.89366449,0.10633551,0.1640071,0.8359929,1
val,S01_AC09_F00001,legacy_adaptive_ratio,1,0.28115386,0.71884614,0.4552753,0.5447247,0.21884614,0.0447247,0.8303124,0.1696876,0.31070011,0.68929989,1
val,S01_AC09_F00031,legacy_adaptive_ratio,1,0.15888745,0.84111255,0.37530893,0.62469107,0.34111255,0.12469107,0.73230979,0.26769021,0.21682136,0.78317864,1
val,S01_AC09_F00061,legacy_adaptive_ratio,1,0.18695241,0.81304759,0.42480898,0.57519102,0.31304759,0.07519102,0.80632781,0.19367219,0.23301861,0.76698139,1
val,S02_AC01_F00001,legacy_adaptive_ratio,0,0.14110088,0.85889912,0.43799675,0.56200325,0.35889912,0.06200325,0.8526897,0.1473103,0.1848367,0.8151633,1
val,S02_AC01_F00031,legacy_adaptive_ratio,0,0.54876789,0.45123211,0.39342874,0.60657126,0.04876789,0.10657126,0.31394464,0.68605536,0.44219664,0.55780336,1
val,S02_AC01_F00061,legacy_adaptive_ratio,0,0.5368236,0.4631764,0.50433934,0.49566066,0.0368236,0.00433934,0.89458145,0.10541855,0.53339916,0.46660084,0
val,S02_AC01_F00091,legacy_adaptive_ratio,0,0.56200248,0.43799752,0.42692453,0.57307547,0.06200248,0.07307547,0.45901258,0.54098742,0.48892701,0.51107299,1
val,S02_AC01_F00121,legacy_adaptive_ratio,0,0.53464293,0.46535707,0.53413516,0.46586484,0.03464293,0.03413516,0.50369138,0.49630862,0.53439092,0.46560908,0
val,S02_AC05_F00001,legacy_adaptive_ratio,1,0.77406563,0.22593437,0.47624755,0.52375245,0.27406563,0.02375245,0.9202451,0.0797549,0.75031318,0.24968682,0
val,S02_AC05_F00031,legacy_adaptive_ratio,1,0.51017526,0.48982474,0.46392202,0.53607798,0.01017526,0.03607798,0.21999019,0.78000981,0.47409728,0.52590272,1
val,S02_AC05_F00061,legacy_adaptive_ratio,1,0.45391482,0.54608518,0.4554261,0.5445739,0.04608518,0.0445739,0.50833494,0.49166506,0.45465786,0.54534214,1
val,S02_AC05_F00091,legacy_adaptive_ratio,1,0.45269608,0.54730392,0.41484332,0.58515668,0.04730392,0.08515668,0.35711689,0.64288311,0.42836118,0.57163882,1
val,S02_AC05_F00121,legacy_adaptive_ratio,1,0.4708029,0.5291971,0.3518669,0.6481331,0.0291971,0.1481331,0.1646482,0.8353518,0.3714495,0.6285505,1
val,S02_AC05_F00151,legacy_adaptive_ratio,1,0.42045677,0.57954323,0.44043976,0.55956024,0.07954323,0.05956024,0.5718278,0.4281722,0.42901293,0.57098707,1
val,S02_AC05_F00181,legacy_adaptive_ratio,1,0.47235471,0.52764529,0.34358537,0.65641463,0.02764529,0.15641463,0.15019723,0.84980277,0.36292617,0.63707383,1
val,S02_AC06_F00001,legacy_adaptive_ratio,1,0.64565456,0.35434544,0.56597331,0.43402669,0.14565456,0.06597331,0.68825792,0.31174208,0.62081456,0.37918544,0
val,S02_AC06_F00031,legacy_adaptive_ratio,1,0.51187447,0.48812553,0.47003549,0.52996451,0.01187447,0.02996451,0.28381354,0.71618646,0.48190996,0.51809004,1
val,S02_AC06_F00061,legacy_adaptive_ratio,1,0.63964009,0.36035991,0.53746879,0.46253121,0.13964009,0.03746879,0.78844206,0.21155794,0.61802494,0.38197506,0
val,S02_AC06_F00091,legacy_adaptive_ratio,1,0.66202664,0.33797336,0.48044246,0.51955754,0.16202664,0.01955754,0.89229494,0.10770506,0.64246911,0.35753089,0
val,S02_AC06_F00121,legacy_adaptive_ratio,1,0.38545197,0.61454803,0.3380087,0.6619913,0.11454803,0.1619913,0.41421967,0.58578033,0.35766064,0.64233936,1
val,S02_AC07_F00001,legacy_adaptive_ratio,1,0.59499854,0.40500146,0.47475088,0.52524912,0.09499854,0.02524912,0.790024,0.209976,0.56974941,0.43025059,0
val,S02_AC07_F00031,legacy_adaptive_ratio,1,0.24741679,0.75258321,0.39304739,0.60695261,0.25258321,0.10695261,0.70252586,0.29747414,0.29073813,0.70926187,1
val,S02_AC07_F00061,legacy_adaptive_ratio,1,0.08803958,0.91196042,0.34168786,0.65831214,0.41196042,0.15831214,0.72239215,0.27760785,0.15845433,0.84154567,1
val,S02_AC07_F00091,legacy_adaptive_ratio,1,0.09243256,0.90756744,0.37371629,0.62628371,0.40756744,0.12628371,0.76344772,0.23655228,0.15897087,0.84102913,1
val,S02_AC07_F00121,legacy_adaptive_ratio,1,0.1159901,0.8840099,0.27464968,0.72535032,0.3840099,0.22535032,0.63018538,0.36981462,0.17466473,0.82533527,1
val,S02_AC08_F00001,legacy_adaptive_ratio,1,0.26639348,0.73360652,0.59259871,0.40740129,0.23360652,0.09259871,0.71613359,0.28386641,0.35899219,0.64100781,1
val,S02_AC08_F00031,legacy_adaptive_ratio,1,0.590462,0.409538,0.34066111,0.65933889,0.090462,0.15933889,0.36213642,0.63786358,0.43112311,0.56887689,1
val,S02_AC08_F00061,legacy_adaptive_ratio,1,0.48423415,0.51576585,0.36292183,0.63707817,0.01576585,0.13707817,0.10314991,0.89685009,0.37543519,0.62456481,1
val,S02_AC08_F00091,legacy_adaptive_ratio,1,0.66571409,0.33428591,0.34162843,0.65837157,0.16571409,0.15837157,0.51132805,0.48867195,0.50734252,0.49265748,0
val,S02_AC08_F00121,legacy_adaptive_ratio,1,0.81380469,0.18619531,0.36566907,0.63433093,0.31380469,0.13433093,0.70024492,0.29975508,0.67947376,0.32052624,0
val,S02_AC09_F00001,legacy_adaptive_ratio,1,0.66266918,0.33733082,0.3056798,0.6943202,0.16266918,0.1943202,0.45566952,0.54433048,0.46834898,0.53165102,1
val,S02_AC09_F00031,legacy_adaptive_ratio,1,0.29563898,0.70436102,0.38682956,0.61317044,0.20436102,0.11317044,0.64359298,0.35640702,0.32813994,0.67186006,1
val,S02_AC09_F00061,legacy_adaptive_ratio,1,0.34847319,0.65152681,0.35655636,0.64344364,0.15152681,0.14344364,0.51370165,0.48629835,0.35240402,0.64759598,1
val,S02_AC09_F00091,legacy_adaptive_ratio,1,0.09134227,0.90865773,0.42245579,0.57754421,0.40865773,0.07754421,0.84051028,0.15948972,0.14415147,0.85584853,1
val,S03_AC01_F00001,legacy_adaptive_ratio,0,0.57804191,0.42195809,0.51757336,0.48242664,0.07804191,0.01757336,0.81620763,0.18379237,0.56692825,0.43307175,0
val,S03_AC01_F00031,legacy_adaptive_ratio,0,0.62459415,0.37540585,0.53705904,0.46294096,0.12459415,0.03705904,0.77074972,0.22925028,0.6045267,0.3954733,0
val,S03_AC01_F00061,legacy_adaptive_ratio,0,0.5999566,0.4000434,0.57154262,0.42845738,0.0999566,0.07154262,0.58283997,0.41716003,0.58810342,0.41189658,0
val,S03_AC01_F00091,legacy_adaptive_ratio,0,0.70857638,0.29142362,0.58021826,0.41978174,0.20857638,0.08021826,0.7222308,0.2777692,0.67292245,0.32707755,0
val,S03_AC01_F00121,legacy_adaptive_ratio,0,0.06131673,0.93868327,0.48568904,0.51431096,0.43868327,0.01431096,0.96840808,0.03159192,0.07472346,0.92527654,1
val,S03_AC05_F00001,legacy_adaptive_ratio,1,0.20485234,0.79514766,0.18584496,0.81415504,0.29514766,0.31415504,0.48440235,0.51559765,0.19505218,0.80494782,1
val,S03_AC05_F00031,legacy_adaptive_ratio,1,0.17705494,0.82294506,0.23981512,0.76018488,0.32294506,0.26018488,0.5538132,0.4461868,0.2050577,0.7949423,1
val,S03_AC05_F00061,legacy_adaptive_ratio,1,0.24632293,0.75367707,0.33953947,0.66046053,0.25367707,0.16046053,0.61254295,0.38745705,0.28244033,0.71755967,1
val,S03_AC05_F00091,legacy_adaptive_ratio,1,0.2646656,0.7353344,0.19098443,0.80901557,0.2353344,0.30901557,0.43232187,0.56767813,0.22283841,0.77716159,1
val,S03_AC05_F00121,legacy_adaptive_ratio,1,0.27407235,0.72592765,0.48472756,0.51527244,0.22592765,0.01527244,0.93668146,0.06331854,0.28741073,0.71258927,1
val,S03_AC06_F00001,legacy_adaptive_ratio,1,0.26647884,0.73352116,0.25156599,0.74843401,0.23352116,0.24843401,0.48452881,0.51547119,0.2587917,0.7412083,1
val,S03_AC06_F00031,legacy_adaptive_ratio,1,0.51627225,0.48372775,0.32692355,0.67307645,0.01627225,0.17307645,0.08593799,0.91406201,0.3431958,0.6568042,1
val,S03_AC06_F00061,legacy_adaptive_ratio,1,0.2428205,0.7571795,0.36088395,0.63911605,0.2571795,0.13911605,0.64895884,0.35104116,0.28426563,0.71573437,1
val,S03_AC06_F00091,legacy_adaptive_ratio,1,0.15341079,0.84658921,0.30009067,0.69990933,0.34658921,0.19990933,0.6341997,0.3658003,0.20706634,0.79293366,1
val,S03_AC06_F00121,legacy_adaptive_ratio,1,0.26883692,0.73116308,0.1858356,0.8141644,0.23116308,0.3141644,0.42389773,0.57610227,0.22101967,0.77898033,1
val,S03_AC07_F00001,legacy_adaptive_ratio,1,0.10434383,0.89565617,0.38451684,0.61548316,0.39565617,0.11548316,0.77406715,0.22593285,0.16764412,0.83235588,1
val,S03_AC07_F00031,legacy_adaptive_ratio,1,0.2609635,0.7390365,0.28589201,0.71410799,0.2390365,0.21410799,0.52750614,0.47249386,0.27274207,0.72725793,1
val,S03_AC07_F00061,legacy_adaptive_ratio,1,0.13651806,0.86348194,0.32054144,0.67945856,0.36348194,0.17945856,0.6694692,0.3305308,0.19734346,0.80265654,1
val,S03_AC07_F00091,legacy_adaptive_ratio,1,0.15055096,0.84944904,0.19159508,0.80840492,0.34944904,0.30840492,0.53119546,0.46880454,0.16979263,0.83020737,1
val,S03_AC07_F00121,legacy_adaptive_ratio,1,0.22086823,0.77913177,0.26712048,0.73287952,0.27913177,0.23287952,0.54516722,0.45483278,0.24190527,0.75809473,1
val,S03_AC07_F00151,legacy_adaptive_ratio,1,0.21324569,0.78675431,0.23004937,0.76995063,0.28675431,0.26995063,0.51509209,0.48490791,0.22139393,0.77860607,1
val,S03_AC07_F00181,legacy_adaptive_ratio,1,0.10639668,0.89360332,0.08916879,0.91083121,0.39360332,0.41083121,0.48929193,0.51070807,0.09759825,0.90240175,1
val,S03_AC08_F00001,legacy_adaptive_ratio,1,0.43296927,0.56703073,0.49675137,0.50324863,0.06703073,0.00324863,0.95377545,0.04622455,0.43591757,0.56408243,1
val,S03_AC08_F00031,legacy_adaptive_ratio,1,0.20399803,0.79600197,0.44658834,0.55341166,0.29600197,0.05341166,0.84713916,0.15286084,0.24108059,0.75891941,1
val,S03_AC08_F00061,legacy_adaptive_ratio,1,0.1857118,0.8142882,0.46052361,0.53947639,0.3142882,0.03947639,0.88841056,0.11158944,0.2163779,0.7836221,1
val,S03_AC08_F00091,legacy_adaptive_ratio,1,0.1108259,0.8891741,0.44584656,0.55415344,0.3891741,0.05415344,0.87784778,0.12215222,0.15174941,0.84825059,1
val,S03_AC08_F00121,legacy_adaptive_ratio,1,0.68741521,0.31258479,0.42055225,0.57944775,0.18741521,0.07944775,0.70229009,0.29770991,0.60796747,0.39203253,0
val,S03_AC08_F00151,legacy_adaptive_ratio,1,0.54552978,0.45447022,0.43064672,0.56935328,0.04552978,0.06935328,0.39631414,0.60368586,0.4761765,0.5238235,1
val,S03_AC09_F00001,legacy_adaptive_ratio,1,0.17805916,0.82194084,0.50653389,0.49346611,0.32194084,0.00653389,0.98010839,0.01989161,0.18459305,0.81540695,1
val,S03_AC09_F00031,legacy_adaptive_ratio,1,0.45133567,0.54866433,0.4240821,0.5759179,0.04866433,0.0759179,0.39062016,0.60937984,0.43472789,0.56527211,1
val,S03_AC09_F00061,legacy_adaptive_ratio,1,0.20599931,0.79400069,0.51595357,0.48404643,0.29400069,0.01595357,0.94852927,0.05147073,0.22195289,0.77804711,1
val,S03_AC09_F00091,legacy_adaptive_ratio,1,0.05780309,0.94219691,0.48254299,0.51745701,0.44219691,0.01745701,0.96202141,0.03797859,0.07393412,0.92606588,1
val,S03_AC09_F00121,legacy_adaptive_ratio,1,0.19103873,0.80896127,0.45034367,0.54965633,0.30896127,0.04965633,0.86153404,0.13846596,0.22694364,0.77305636,1
val,S15_AC01_F00001,legacy_adaptive_ratio,0,0.42769206,0.57230794,0.523581,0.476419,0.07230794,0.023581,0.75408011,0.24591989,0.45127305,0.54872695,1
val,S15_AC01_F00031,legacy_adaptive_ratio,0,0.76561508,0.23438492,0.54473501,0.45526499,0.26561508,0.04473501,0.85585629,0.14414371,0.7337766,0.2662234,0
val,S15_AC01_F00061,legacy_adaptive_ratio,0,0.84882228,0.15117772,0.52642068,0.47357932,0.34882228,0.02642068,0.92959046,0.07040954,0.82612213,0.17387787,0
val,S15_AC01_F00091,legacy_adaptive_ratio,0,0.74394268,0.25605732,0.54377744,0.45622256,0.24394268,0.04377744,0.84784715,0.15215285,0.71348697,0.28651303,0
val,S15_AC05_F00001,legacy_adaptive_ratio,1,0.47287297,0.52712703,0.3173849,0.6826151,0.02712703,0.1826151,0.12933514,0.87066486,0.33749497,0.66250503,1
val,S15_AC05_F00031,legacy_adaptive_ratio,1,0.50201303,0.49798697,0.29839402,0.70160598,0.00201303,0.20160598,0.00988625,0.99011375,0.30040705,0.69959295,1
val,S15_AC05_F00061,legacy_adaptive_ratio,1,0.31347775,0.68652225,0.38100529,0.61899471,0.18652225,0.11899471,0.61051356,0.38948644,0.33977881,0.66022119,1
val,S15_AC06_F00001,legacy_adaptive_ratio,1,0.06831783,0.93168217,0.38254297,0.61745703,0.43168217,0.11745703,0.786107,0.213893,0.13552839,0.86447161,1
val,S15_AC06_F00031,legacy_adaptive_ratio,1,0.21439666,0.78560334,0.52927709,0.47072291,0.28560334,0.02927709,0.90702158,0.09297842,0.24367374,0.75632626,1
val,S15_AC06_F00061,legacy_adaptive_ratio,1,0.31117791,0.68882209,0.42039716,0.57960284,0.18882209,0.07960284,0.70344469,0.29655531,0.34356746,0.65643254,1
val,S15_AC06_F00091,legacy_adaptive_ratio,1,0.29592365,0.70407635,0.48795921,0.51204079,0.20407635,0.01204079,0.9442858,0.0557142,0.30662276,0.69337724,1
val,S15_AC07_F00001,legacy_adaptive_ratio,1,0.04968977,0.95031023,0.15847164,0.84152836,0.45031023,0.34152836,0.56868942,0.43131058,0.09660854,0.90339146,1
val,S15_AC07_F00031,legacy_adaptive_ratio,1,0.14708722,0.85291278,0.30258709,0.69741291,0.35291278,0.19741291,0.64127986,0.35872014,0.20286815,0.79713185,1
val,S15_AC07_F00061,legacy_adaptive_ratio,1,0.2935403,0.7064597,0.2827943,0.7172057,0.2064597,0.2172057,0.48731782,0.51268218,0.28803102,0.71196898,1
val,S15_AC08_F00001,legacy_adaptive_ratio,1,0.13609153,0.86390847,0.38194585,0.61805415,0.36390847,0.11805415,0.75505538,0.24494462,0.19631222,0.80368778,1
val,S15_AC08_F00031,legacy_adaptive_ratio,1,0.14326435,0.85673565,0.52982584,0.47017416,0.35673565,0.02982584,0.92284323,0.07715677,0.17309019,0.82690981,1
val,S15_AC08_F00061,legacy_adaptive_ratio,1,0.14593053,0.85406947,0.48134959,0.51865041,0.35406947,0.01865041,0.94996132,0.05003868,0.16271446,0.83728554,1
val,S15_AC08_F00091,legacy_adaptive_ratio,1,0.1046809,0.8953191,0.46886653,0.53113347,0.3953191,0.03113347,0.92699429,0.07300571,0.13126853,0.86873147,1
val,S15_AC08_F00121,legacy_adaptive_ratio,1,0.22036183,0.77963817,0.39285439,0.60714561,0.27963817,0.10714561,0.72298319,0.27701681,0.26814517,0.73185483,1
val,S15_AC09_F00001,legacy_adaptive_ratio,1,0.34426057,0.65573943,0.46467966,0.53532034,0.15573943,0.03532034,0.81513459,0.18486541,0.3665219,0.6334781,1
val,S15_AC09_F00031,legacy_adaptive_ratio,1,0.08884579,0.91115421,0.29297036,0.70702964,0.41115421,0.20702964,0.66510021,0.33489979,0.15720706,0.84279294,1
val,S15_AC09_F00061,legacy_adaptive_ratio,1,0.1583432,0.8416568,0.1314671,0.8685329,0.3416568,0.3685329,0.48107823,0.51892177,0.14439661,0.85560339,1
val,S15_AC09_F00091,legacy_adaptive_ratio,1,0.21455586,0.78544414,0.33773071,0.66226929,0.28544414,0.16226929,0.63755992,0.36244008,0.25919936,0.74080064,1
val,S15_AC09_F00121,legacy_adaptive_ratio,1,0.16415942,0.83584058,0.33380049,0.66619951,0.33584058,0.16619951,0.66895172,0.33104828,0.2203188,0.7796812,1
val,S20_AC01_F00001,legacy_adaptive_ratio,0,0.43050981,0.56949019,0.23013008,0.76986992,0.06949019,0.26986992,0.2047683,0.7952317,0.27116149,0.72883851,1
val,S20_AC01_F00031,legacy_adaptive_ratio,0,0.43107224,0.56892776,0.28488731,0.71511269,0.06892776,0.21511269,0.24266883,0.75733117,0.32036184,0.67963816,1
val,S20_AC01_F00061,legacy_adaptive_ratio,0,0.32538718,0.67461282,0.32195646,0.67804354,0.17461282,0.17804354,0.49513588,0.50486412,0.32365513,0.67634487,1
val,S20_AC01_F00091,legacy_adaptive_ratio,0,0.37847173,0.62152827,0.29492539,0.70507461,0.12152827,0.20507461,0.37209797,0.62790203,0.32601282,0.67398718,1
val,S20_AC05_F00001,legacy_adaptive_ratio,1,0.22581059,0.77418941,0.2405175,0.7594825,0.27418941,0.2594825,0.51377898,0.48622102,0.2329614,0.7670386,1
val,S20_AC05_F00031,legacy_adaptive_ratio,1,0.32379484,0.67620516,0.3688584,0.6311416,0.17620516,0.1311416,0.57331061,0.42668939,0.34302298,0.65697702,1
val,S20_AC05_F00061,legacy_adaptive_ratio,1,0.31867814,0.68132186,0.35586733,0.64413267,0.18132186,0.14413267,0.55713423,0.44286577,0.33514796,0.66485204,1
val,S20_AC05_F00091,legacy_adaptive_ratio,1,0.30500144,0.69499856,0.49969685,0.50030315,0.19499856,0.00030315,0.99844779,0.00155221,0.30530365,0.69469635,1
val,S20_AC05_F00121,legacy_adaptive_ratio,1,0.2617709,0.7382291,0.36342424,0.63657576,0.2382291,0.13657576,0.63560835,0.36439165,0.29881253,0.70118747,1
val,S20_AC06_F00001,legacy_adaptive_ratio,1,0.30847323,0.69152677,0.22768617,0.77231383,0.19152677,0.27231383,0.41291506,0.58708494,0.26104436,0.73895564,1
val,S20_AC06_F00031,legacy_adaptive_ratio,1,0.26219398,0.73780602,0.24015528,0.75984472,0.23780602,0.25984472,0.47785726,0.52214274,0.25068663,0.74931337,1
val,S20_AC06_F00061,legacy_adaptive_ratio,1,0.1662547,0.8337453,0.26657331,0.73342669,0.3337453,0.23342669,0.58843756,0.41156244,0.20754207,0.79245793,1
val,S20_AC06_F00091,legacy_adaptive_ratio,1,0.20768803,0.79231197,0.23490411,0.76509589,0.29231197,0.26509589,0.52441307,0.47558693,0.22063164,0.77936836,1
val,S20_AC06_F00121,legacy_adaptive_ratio,1,0.11614162,0.88385838,0.30649698,0.69350302,0.38385838,0.19350302,0.6648494,0.3351506,0.17993933,0.82006067,1
