sample_id,true_label,front_prob_safe,front_prob_phone,front_pred,side_prob_safe,side_prob_phone,side_pred,average_prob_safe,average_prob_phone,average_pred,adaptive_prob_safe,adaptive_prob_phone,adaptive_pred,front_correct,side_correct,average_correct,adaptive_correct,case_type
S21_AC01_F00121,0,0.76320355,0.23679645,0,0.67092437,0.32907563,0,0.71706396,0.28293604,0,0.71919131,0.28080869,0,True,True,True,True,both_correct
S21_AC05_F00001,1,0.21917886,0.78082114,1,0.38023311,0.61976689,1,0.29970598,0.70029402,1,0.29323534,0.70676466,1,True,True,True,True,both_correct
S21_AC05_F00031,1,0.05655271,0.94344729,1,0.26993716,0.73006284,1,0.16324493,0.83675507,1,0.1519047,0.8480953,1,True,True,True,True,both_correct
S21_AC05_F00061,1,0.14492738,0.85507262,1,0.48652518,0.51347482,1,0.31572628,0.68427372,1,0.28683442,0.71316558,1,True,True,True,True,both_correct
S21_AC05_F00091,1,0.28046763,0.71953237,1,0.3620615,0.6379385,1,0.32126456,0.67873544,1,0.3196011,0.6803989,1,True,True,True,True,both_correct
S21_AC05_F00121,1,0.11889398,0.88110602,1,0.19811761,0.80188239,1,0.1585058,0.8414942,1,0.15693752,0.84306248,1,True,True,True,True,both_correct
S21_AC06_F00001,1,0.1768989,0.8231011,1,0.3667593,0.6332407,1,0.2718291,0.7281709,1,0.26284433,0.73715567,1,True,True,True,True,both_correct
S21_AC06_F00031,1,0.13065195,0.86934805,1,0.35917091,0.64082909,1,0.24491143,0.75508857,1,0.23191272,0.76808728,1,True,True,True,True,both_correct
S21_AC06_F00061,1,0.14640045,0.85359955,1,0.42574537,0.57425463,1,0.28607291,0.71392709,1,0.26669039,0.73330961,1,True,True,True,True,both_correct
S21_AC06_F00091,1,0.13357234,0.86642766,1,0.26483601,0.73516399,1,0.19920418,0.80079582,1,0.19490281,0.80509719,1,True,True,True,True,both_correct
S21_AC06_F00121,1,0.12861693,0.87138307,1,0.25079644,0.74920356,1,0.18970668,0.81029332,1,0.18597936,0.81402064,1,True,True,True,True,both_correct
S21_AC07_F00001,1,0.13060552,0.86939448,1,0.4457674,0.5542326,1,0.28818646,0.71181354,1,0.26355822,0.73644178,1,True,True,True,True,both_correct
S21_AC07_F00031,1,0.01937622,0.98062378,1,0.4545508,0.5454492,1,0.23696351,0.76303649,1,0.19035256,0.80964744,1,True,True,True,True,both_correct
S21_AC07_F00061,1,0.0444169,0.9555831,1,0.39250422,0.60749578,1,0.21846056,0.78153944,1,0.18847156,0.81152844,1,True,True,True,True,both_correct
S21_AC07_F00091,1,0.12436277,0.87563723,1,0.39299697,0.60700303,1,0.25867987,0.74132013,1,0.2407465,0.7592535,1,True,True,True,True,both_correct
S21_AC07_F00121,1,0.04727483,0.95272517,1,0.392735,0.607265,1,0.22000492,0.77999508,1,0.19046246,0.80953754,1,True,True,True,True,both_correct
S21_AC07_F00151,1,0.1557349,0.8442651,1,0.3579092,0.6420908,1,0.25682205,0.74317795,1,0.2466381,0.7533619,1,True,True,True,True,both_correct
S21_AC08_F00001,1,0.06968319,0.93031681,1,0.44077206,0.55922794,1,0.25522763,0.74477237,1,0.22119059,0.77880941,1,True,True,True,True,both_correct
S21_AC08_F00031,1,0.06545645,0.93454355,1,0.37666059,0.62333941,1,0.22105852,0.77894148,1,0.19704005,0.80295995,1,True,True,True,True,both_correct
S21_AC08_F00061,1,0.43929368,0.56070632,1,0.53479004,0.46520996,0,0.48704186,0.51295814,1,0.48642317,0.51357683,1,True,False,True,True,front_only_correct
S21_AC08_F00091,1,0.12932861,0.87067139,1,0.44812304,0.55187696,1,0.28872582,0.71127418,1,0.26353137,0.73646863,1,True,True,True,True,both_correct
S21_AC08_F00121,1,0.19240689,0.80759311,1,0.50780156,0.49219844,0,0.35010423,0.64989577,1,0.32664153,0.67335847,1,True,False,True,True,front_only_correct
S21_AC08_F00151,1,0.19265521,0.80734479,1,0.4998647,0.5001353,1,0.34625995,0.65374005,1,0.32284936,0.67715064,1,True,True,True,True,both_correct
S21_AC08_F00181,1,0.06619173,0.93380827,1,0.44034779,0.55965221,1,0.25326976,0.74673024,1,0.21867423,0.78132577,1,True,True,True,True,both_correct
S21_AC09_F00001,1,0.08219272,0.91780728,1,0.51901308,0.48098692,0,0.3006029,0.6993971,1,0.25762068,0.74237932,1,True,False,True,True,front_only_correct
S21_AC09_F00031,1,0.09398121,0.90601879,1,0.42886901,0.57113099,1,0.26142511,0.73857489,1,0.23364677,0.76635323,1,True,True,True,True,both_correct
S21_AC09_F00061,1,0.14926618,0.85073382,1,0.32246357,0.67753643,1,0.23586488,0.76413512,1,0.22838423,0.77161577,1,True,True,True,True,both_correct
S21_AC09_F00091,1,0.17747289,0.82252711,1,0.44765216,0.55234784,1,0.31256253,0.68743747,1,0.29442352,0.70557648,1,True,True,True,True,both_correct
S21_AC09_F00121,1,0.18735236,0.81264764,1,0.38967615,0.61032385,1,0.28851426,0.71148574,1,0.27831529,0.72168471,1,True,True,True,True,both_correct
S42_AC01_F00001,0,0.44085455,0.55914545,1,0.57033193,0.42966807,0,0.50559324,0.49440676,0,0.50595534,0.49404466,0,False,True,True,True,fusion_fixed_front_error
S42_AC01_F00031,0,0.35266811,0.64733189,1,0.56468284,0.43531716,0,0.45867547,0.54132453,1,0.45429726,0.54570274,1,False,True,False,False,side_only_correct
S42_AC01_F00061,0,0.61908346,0.38091654,0,0.61182487,0.38817513,0,0.61545417,0.38454583,0,0.61546734,0.38453266,0,True,True,True,True,both_correct
S42_AC01_F00091,0,0.623667,0.376333,0,0.6008184,0.3991816,0,0.6122427,0.3877573,0,0.61237321,0.38762679,0,True,True,True,True,both_correct
S42_AC05_F00001,1,0.37269121,0.62730879,1,0.43893182,0.56106818,1,0.40581152,0.59418848,1,0.40471496,0.59528504,1,True,True,True,True,both_correct
S42_AC05_F00031,1,0.11986208,0.88013792,1,0.46042699,0.53957301,1,0.29014453,0.70985547,1,0.26142546,0.73857454,1,True,True,True,True,both_correct
S42_AC05_F00061,1,0.18653727,0.81346273,1,0.38748246,0.61251754,1,0.28700987,0.71299013,1,0.27694895,0.72305105,1,True,True,True,True,both_correct
S42_AC06_F00001,1,0.2502836,0.7497164,1,0.52386463,0.47613537,0,0.38707411,0.61292589,1,0.37169225,0.62830775,1,True,False,True,True,front_only_correct
S42_AC06_F00031,1,0.24217987,0.75782013,1,0.55366758,0.44633242,0,0.39792372,0.60207628,1,0.38208096,0.61791904,1,True,False,True,True,front_only_correct
S42_AC06_F00061,1,0.50482658,0.49517342,0,0.4905138,0.5094862,1,0.49767019,0.50232981,1,0.49765352,0.50234648,1,False,True,True,True,fusion_fixed_front_error
S42_AC07_F00001,1,0.30107385,0.69892615,1,0.33889258,0.66110742,1,0.31998321,0.68001679,1,0.31962569,0.68037431,1,True,True,True,True,both_correct
S42_AC07_F00031,1,0.25564957,0.74435043,1,0.38887596,0.61112404,1,0.32226276,0.67773724,1,0.317832,0.682168,1,True,True,True,True,both_correct
S42_AC07_F00061,1,0.26332283,0.73667717,1,0.4163416,0.5836584,1,0.33983222,0.66016778,1,0.33398993,0.66601007,1,True,True,True,True,both_correct
S42_AC07_F00091,1,0.29035848,0.70964152,1,0.45922178,0.54077822,1,0.37479013,0.62520987,1,0.36767832,0.63232168,1,True,True,True,True,both_correct
S42_AC07_F00121,1,0.21045065,0.78954935,1,0.43300182,0.56699818,1,0.32172623,0.67827377,1,0.30939483,0.69060517,1,True,True,True,True,both_correct
S42_AC08_F00001,1,0.2557174,0.7442826,1,0.37417012,0.62582988,1,0.31494376,0.68505624,1,0.31144009,0.68855991,1,True,True,True,True,both_correct
S42_AC08_F00031,1,0.29518771,0.70481229,1,0.48375994,0.51624006,1,0.38947383,0.61052617,1,0.3806102,0.6193898,1,True,True,True,True,both_correct
S42_AC08_F00061,1,0.35779554,0.64220446,1,0.42341971,0.57658029,1,0.39060763,0.60939237,1,0.38953138,0.61046862,1,True,True,True,True,both_correct
S42_AC08_F00091,1,0.58168671,0.41831329,0,0.39969981,0.60030019,1,0.49069326,0.50930674,1,0.48984643,0.51015357,1,False,True,True,True,fusion_fixed_front_error
S42_AC08_F00121,1,0.41973197,0.58026803,1,0.52747005,0.47252995,0,0.47360101,0.52639899,1,0.47217926,0.52782074,1,True,False,True,True,front_only_correct
S42_AC09_F00001,1,0.16285181,0.83714819,1,0.49779457,0.50220543,1,0.33032319,0.66967681,1,0.30253582,0.69746418,1,True,True,True,True,both_correct
S42_AC09_F00031,1,0.24248397,0.75751603,1,0.60960886,0.39039114,0,0.42604642,0.57395358,1,0.41249601,0.58750399,1,True,False,True,True,front_only_correct
S42_AC09_F00061,1,0.04439896,0.95560104,1,0.5052157,0.4947843,0,0.27480733,0.72519267,1,0.22378071,0.77621929,1,True,False,True,True,front_only_correct
S42_AC09_F00091,1,0.22210723,0.77789277,1,0.4500621,0.5499379,1,0.33608466,0.66391534,1,0.32314977,0.67685023,1,True,True,True,True,both_correct
S42_AC09_F00121,1,0.27356166,0.72643834,1,0.59680694,0.40319306,0,0.4351843,0.5648157,1,0.42472326,0.57527674,1,True,False,True,True,front_only_correct
